,bhk,area,region,price_in_cr
16608,2,1295,Chembur,3.0
16609,2,1050,Chembur,2.39
16613,2,1077,Dahisar,2.24
16614,2,898,Dahisar,1.86
16617,3,1580,Dahisar,3.31
16618,3,1085,Dahisar,2.27
16620,3,1016,Kandivali East,2.04
16741,2,1215,Borivali East,2.95
16751,2,600,Dahisar,1.2
16752,2,985,Borivali East,2.1
16767,2,900,Thane West,2.25
16772,2,1250,Byculla,4.4
16773,3,2200,Byculla,8.75
16774,3,1886,Mahalaxmi,8.6
16775,2,1400,Byculla,5.2
16776,4,2426,Mahalaxmi,11.2
16777,2,1010,Mahalaxmi,4.3
16778,3,2700,Byculla,12.0
16779,3,1900,Byculla,8.0
16782,4,3080,Thane West,6.5
16783,3,3365,Mahalaxmi,13.0
16791,1,541,Thane West,1.1
16820,2,2000,Byculla,4.3
16824,3,1307,Thane West,3.24
16825,3,1160,Thane West,2.79
16826,3,1307,Thane West,3.24
16827,3,1160,Thane West,2.79
16828,3,1134,Thane West,2.89
16829,3,1134,Thane West,2.89
16830,4,1672,Thane West,4.3
16831,4,1672,Thane West,4.3
16832,2,830,Thane West,1.89
16833,2,830,Thane West,1.89
16836,2,1156,Parel,3.55
16837,3,1327,Parel,4.1
16838,4,2184,Chembur,6.0
16839,3,1288,Deonar,3.27
16845,3,1155,Santacruz East,3.0
16877,3,1600,Bandra West,6.5
16878,3,1300,Bandra West,6.5
16880,2,917,Powai,2.61
16881,3,1205,Powai,3.36
16882,2,1010,Powai,2.86
16891,5,8000,Powai,17.0
16894,3,1200,Andheri East,2.58
16898,2,985,Kandivali East,2.3
16899,3,985,Kandivali East,2.2
16917,3,1345,Andheri East,3.46
16918,2,1040,Andheri West,2.49
16919,2,850,Malad West,2.35
16923,2,954,Lower Parel,3.2
16929,3,1710,Chembur,4.35
16930,3,1500,Andheri West,5.1
16945,3,1345,Thane West,3.85
16956,2,656,Dahisar,1.58
16957,3,1106,Dahisar,2.6
16958,2,704,Dahisar,1.99
16960,3,1177,Dahisar,3.28
16961,3,905,Dahisar,2.8
16963,3,1218,Dahisar,3.74
16964,2,706,Dahisar,1.69
16967,2,798,Dahisar,1.9
16978,3,2000,Wadala,5.1
16988,3,1716,Bandra East,5.99
16989,2,927,Bandra East,2.0
16990,1,663,Bandra East,1.37
16991,3,1506,Bandra East,5.35
16993,2,931,Bandra East,2.21
16995,2,1029,Bandra East,2.15
16996,4,2485,Bandra East,8.75
16997,3,1981,Bandra East,6.65
16998,2,1171,Bandra East,4.0
16999,2,996,Bandra East,2.05
17020,4,2800,Worli,7.6
17029,2,1100,Powai,2.8
17031,3,980,Andheri East,2.8
17033,2,1100,Andheri West,2.55
17035,4,3000,Goregaon West,9.51
17057,3,1180,Chembur,3.1
17059,3,1440,Chembur,4.75
17060,2,800,Ghatkopar East,2.3
17067,1,374,Dahisar,0.92
17070,2,750,Borivali East,1.85
17071,1,650,Chembur,1.41
17129,4,2850,Wadala,9.5
17131,2,670,Ghatkopar East,1.4
17135,2,1056,Mazgaon,3.8
17148,1,445,Santacruz East,1.0
17149,1,371,Borivali East,0.7564
17151,1,364,Borivali East,0.7425
17155,2,1180,Andheri West,2.48
17186,8,5400,Chembur,27.0
17193,3,1363,Mulund West,2.85
17197,1,400,Kandivali West,0.85
17198,2,800,Borivali West,1.8
17207,1,560,Dahisar,1.15
17209,3,1701,Wadala,3.85
17217,2,638,Jogeshwari East,1.71
17218,1,404,Jogeshwari East,1.08
17219,1,402,Jogeshwari East,1.07
17220,1,440,Jogeshwari East,1.17
17222,2,602,Jogeshwari East,1.61
17223,1,373,Jogeshwari East,1.0
17251,1,503,Borivali East,1.09
17267,1,400,Kandivali West,1.15
17268,1,400,Kandivali West,1.15
17272,2,867,Kandivali East,1.75
17273,1,628,Kandivali East,1.27
17274,1,605,Kandivali East,1.25
17275,1,580,Kandivali East,1.23
17276,1,521,Kandivali East,1.11
17279,1,560,Borivali West,1.3
17280,2,620,Borivali West,1.55
17281,2,810,Borivali West,1.85
17282,3,1140,Borivali West,2.6
17283,1,518,Borivali West,1.3
17284,1,530,Borivali West,1.35
17285,1,580,Borivali West,1.3
17286,3,1080,Borivali West,2.6
17288,2,776,Andheri East,1.65
17289,2,810,Borivali West,1.85
17290,2,689,Borivali East,1.53
17292,2,830,Ghatkopar East,1.9
17300,2,810,Mulund East,1.97
17311,3,1850,Seawoods,3.8
17314,4,2800,Nerul,6.0
17317,5,3400,Seawoods,7.5
17319,5,3000,Sanpada,7.0
17325,3,975,Mulund West,2.69
17326,3,975,Mulund West,2.69
17327,2,628,Mulund West,1.61
17328,2,628,Mulund West,1.61
17329,3,996,Mulund West,2.74
17330,3,996,Mulund West,2.74
17331,2,618,Mulund West,1.59
17332,2,618,Mulund West,1.59
17333,2,753,Mulund West,1.93
17334,2,753,Mulund West,1.93
17342,2,718,Kandivali East,1.44
17343,2,646,Kandivali East,1.31
17344,1,770,Vikhroli,1.8
17351,6,2310,Wadala,5.6
17354,6,2310,Wadala,5.6
17372,2,1250,Seawoods,2.5
17374,2,1250,Seawoods,2.5
17388,3,1500,Kandivali East,3.5
17485,1,570,Borivali West,1.3
17487,1,533,Borivali West,1.2
17488,2,703,Borivali East,1.59
17489,2,703,Borivali East,1.53
17493,2,910,Chembur,2.2
17496,3,1123,Borivali West,3.35
17499,2,625,Kandivali West,1.6
17521,2,900,Andheri West,1.98
17525,3,1470,Chembur,3.0
17538,1,735,Wadala,1.65
17540,3,1402,Mulund West,2.97
17542,4,1910,Wadala,4.0
17553,1,370,Borivali East,0.7564
17554,1,363,Borivali East,0.7425
17556,1,376,Borivali East,0.7664
17557,2,739,Borivali East,1.48
17558,2,737,Borivali East,1.48
17584,2,780,Dahisar,2.0
17585,2,815,Borivali West,2.18
17586,1,503,Borivali East,1.06
17652,3,1200,Ghatkopar East,3.22
17653,3,1200,Ghatkopar East,3.22
17670,1,400,Bhandup West,0.99
17671,2,600,Bhandup West,1.48
17681,3,1897,Prabhadevi,6.75
17682,2,1473,Lower Parel,3.99
17683,2,1188,Santacruz East,4.0
17684,1,783,Byculla,2.35
17685,2,932,Mazgaon,2.25
17688,2,840,Dahisar,1.8
17710,1,455,Wadala,0.94
17759,3,1250,Mulund West,2.5
17776,2,988,Chembur,2.23
17777,3,1389,Deonar,3.11
17779,3,1232,Deonar,2.65
17790,2,1250,Sion,3.9
17791,1,550,Parel,1.2
17807,1,410,Kandivali West,1.35
17808,3,1056,Borivali West,3.4
17809,2,650,Kandivali West,1.65
17811,3,1200,Malad West,3.9
17812,2,997,Borivali East,2.35
17814,2,900,Kandivali West,2.18
17815,3,1250,Kandivali West,2.5
17816,3,1123,Borivali West,2.8
17817,2,813,Malad West,1.9
17818,3,1320,Borivali East,2.75
17819,3,1600,Malad West,3.25
17822,1,520,Dadar East,1.9
17823,2,850,Malad West,2.39
17824,2,600,Kandivali East,1.29
17825,1,430,Kandivali West,0.93
17826,1,400,Kandivali West,0.87
17828,1,452,Kandivali West,1.0
17885,3,1250,Kandivali West,2.5
17893,2,640,Borivali West,1.5
17905,1,700,Vikhroli,1.97
17908,2,900,Andheri West,2.7
17909,1,650,Andheri West,1.35
17910,3,2338,Vikhroli,10.1
17912,2,1050,Byculla,2.5
17913,2,1050,Byculla,2.5
17915,3,1500,Bandra West,6.0
17918,1,600,Andheri West,1.6
17920,2,900,Andheri West,1.8
17924,1,494,Borivali East,1.05
17988,1,600,Sion,1.2
18008,1,390,Kandivali West,0.79
18012,2,676,Ghatkopar East,1.67
18013,2,627,Ghatkopar East,1.55
18014,1,492,Ghatkopar East,1.14
18017,3,1021,Sion,2.7
18018,2,697,Sion,1.87
18019,2,821,Sion,2.18
18020,2,749,Sion,2.03
18021,2,689,Borivali East,1.5
18022,2,680,Borivali East,1.51
18024,2,622,Borivali West,1.4
18025,3,980,Borivali West,2.65
18026,2,1150,Malad West,2.9
18027,2,1050,Sanpada,2.5
18088,6,3600,Bandra East,19.0
18089,6,3200,Bandra East,18.0
18090,5,3100,Bandra East,17.0
18091,5,2800,Bandra East,15.0
18092,2,1047,Byculla,2.4
18093,1,699,Byculla,1.45
18094,2,1150,Kharghar,2.66
18114,3,1150,Powai,2.87
18150,2,660,Mulund West,1.75
18151,1,432,Mulund West,1.17
18152,3,1030,Mulund West,2.8
18223,6,3800,Bandra East,20.0
18224,5,2900,Bandra East,16.0
18308,4,1695,Bhandup West,3.55
18309,4,1695,Bhandup West,3.55
18312,2,639,Airoli,2.02
18313,6,4050,Mulund West,26.4
18314,5,2750,Andheri West,12.0
18315,3,1800,Andheri West,6.5
18319,2,850,Santacruz East,1.8
18320,1,550,Santacruz East,1.2
18348,1,575,Wadala,1.2
18353,1,417,Kandivali West,1.0
18354,1,477,Malad West,1.25
18355,2,674,Kandivali West,1.65
18357,2,717,Malad West,1.6
18358,2,650,Dahisar,1.57
18359,1,457,Kandivali West,1.07
18360,1,391,Kandivali West,0.8154
18361,1,452,Malad West,1.1
18362,1,450,Malad West,1.1
18363,1,400,Kandivali West,0.85
18375,2,890,Kanjurmarg,2.1
18378,2,1025,Borivali West,2.08
18390,3,1215,Chembur,2.6
18393,1,550,Powai,1.51
18398,3,2065,Deonar,5.5
18401,3,1600,Andheri West,3.6
18406,5,2550,Andheri West,6.25
18418,3,1680,Chembur,4.1
18442,3,1820,Chembur,3.79
18444,4,2200,Andheri West,8.25
18445,3,1525,Andheri West,3.85
18480,3,1250,Kandivali West,2.65
18533,4,1400,Bandra West,8.35
18534,3,1250,Bandra West,5.5
18536,3,1250,Powai,3.5
18545,2,726,Andheri West,2.55
18586,1,435,Wadala,1.8
18587,2,673,Wadala,2.61
18589,3,1060,Wadala,4.35
18590,2,734,Wadala,2.85
18591,2,1449,Worli,5.59
18592,3,2241,Worli,5.59
18593,4,2700,Worli,5.59
18594,3,1863,Worli,5.59
18595,3,967,Sion,3.26
18596,2,639,Sion,2.15
18597,3,938,Sion,3.16
18599,3,958,Sion,3.23
18600,2,662,Sion,2.23
18601,3,1194,Sion,4.02
18602,2,602,Sion,2.03
18603,3,1334,Sion,4.48
18604,2,698,Sion,2.35
18611,3,1800,Nerul,5.31
18642,4,1335,Sion,4.93
18643,3,1273,Sion,4.7
18644,2,938,Sion,3.47
18651,3,1600,Goregaon West,4.0
18652,2,1050,Goregaon West,2.35
18657,2,855,Ghatkopar West,1.75
18674,3,1700,Nerul,4.5
18683,2,840,Chembur,2.4
18720,2,1050,Prabhadevi,4.1
18728,2,1200,Khar,4.75
18729,2,1100,Bandra West,4.8
18730,2,850,Ghatkopar East,2.07
18731,2,900,Jogeshwari West,1.9
18736,2,840,Bhayandar East,1.73
18737,3,1280,Powai,3.05
18740,2,800,Andheri West,1.6
18741,2,1050,Mahim,3.42
18744,2,1150,Nerul,2.5
18745,3,1550,Nerul,3.6
18746,2,910,Wadala,3.19
18751,1,500,Bhandup West,1.0
18753,2,675,Bhandup West,1.7
18754,1,498,Bhandup West,1.22
18756,1,500,Mulund West,1.42
18757,1,660,Mulund West,1.42
18759,2,1400,Worli,7.5
18760,3,2394,Mahalaxmi,9.0
18761,1,1400,Worli,7.5
18767,3,2200,Seawoods,5.99
18768,3,1770,Seawoods,4.4
18791,3,1000,Sewri,3.15
18792,3,1000,Sewri,3.15
18793,3,962,Sewri,2.95
18800,3,1950,Andheri West,5.5
18802,1,580,Wadala,1.35
18804,1,600,Andheri West,1.25
18872,1,550,Borivali West,1.2
18881,3,1632,Andheri West,4.25
18970,2,966,Borivali West,2.08
18977,2,1075,Dahisar,2.7
18981,3,1600,Sanpada,3.5
18982,3,1500,Juhu,4.5
18983,2,926,Chembur,2.75
18984,3,1293,Chembur,3.9
18985,1,550,Chembur,1.24
18986,3,1000,Chembur,2.5
19009,8,3700,Andheri East,9.85
19010,4,3522,Worli,15.0
19011,2,1250,Parel,3.6
19012,2,1100,Byculla,4.84
19042,3,1100,Andheri East,2.95
19043,2,1000,Andheri East,2.0
19044,2,900,Andheri East,2.05
19045,2,750,Andheri West,2.49
19055,1,970,Powai,2.35
19061,2,1050,Powai,2.91
19067,3,1200,Andheri East,3.1
19077,2,800,Chembur,2.0
19080,3,2078,Powai,4.4
19082,2,810,Powai,1.67
19083,4,5971,Worli,22.0
19084,3,3582,Worli,11.0
19085,2,1160,Sion,4.55
19086,2,777,Powai,3.38
19087,2,750,Powai,3.4
19088,2,826,Worli,6.0
19089,4,2100,Lower Parel,10.5
19090,3,1250,Bandra East,6.25
19091,1,483,Vikhroli,1.99
19092,4,2709,Chembur,11.0
19093,3,2100,Chembur,7.5
19094,3,1310,Parel,5.5
19095,4,2700,Lower Parel,10.5
19096,2,1320,Parel,3.26
19097,5,3144,Lower Parel,24.5
19098,3,2475,Seawoods,6.0
19104,5,3000,Nerul,6.5
19110,4,4100,Nerul,11.0
19113,2,1335,Nerul,3.55
19119,1,600,Andheri East,1.2
19136,3,1501,Ville Parle West,7.0
19137,4,3500,Bandra West,14.45
19138,2,790,Chembur,1.75
19140,3,1100,Chembur,2.5
19150,3,1503,Thane West,3.49
19177,4,2560,Thane West,5.65
19183,2,1250,Powai,3.2
19184,2,735,Malad East,1.65
19200,4,1586,Ghatkopar East,4.86
19203,2,704,Chembur,2.4
19205,4,1900,Chembur,5.5
19206,4,1600,Deonar,4.9
19207,3,1856,Deonar,5.6
19208,4,3000,Chembur,9.0
19209,4,1730,Chembur,4.75
19210,2,650,Chembur,1.31
19211,3,1408,Chembur,3.0
19212,3,1096,Chembur,2.25
19214,3,1300,Andheri West,2.85
19215,3,1770,Nerul,7.49
19216,3,1770,Nerul,7.49
19217,3,1040,Nerul,3.59
19218,3,1040,Nerul,3.59
19219,3,1080,Nerul,3.78
19220,3,1080,Nerul,3.78
19221,3,1430,Nerul,5.12
19222,3,1430,Nerul,5.12
19223,3,1560,Nerul,6.59
19224,3,1560,Nerul,6.59
19225,3,1400,Nerul,4.99
19226,3,1400,Nerul,4.99
19227,3,1300,Nerul,4.49
19228,3,1300,Nerul,4.49
19229,3,1300,Andheri West,2.85
19231,3,1520,Andheri East,4.02
19236,1,444,Kurla,1.01
19237,1,444,Kurla,1.01
19238,1,478,Kurla,1.11
19239,1,478,Kurla,1.11
19242,1,444,Kurla,1.01
19243,1,444,Kurla,1.01
19244,1,478,Kurla,1.11
19245,1,478,Kurla,1.11
19250,1,439,Kurla,0.995
19251,1,439,Kurla,0.995
19252,3,1856,Chembur,5.25
19254,4,2200,Powai,9.0
19259,1,550,Mulund West,1.1
19266,3,1470,Kandivali West,3.7
19267,2,865,Parel,4.1
19268,2,980,Santacruz East,2.0
19269,3,1500,Santacruz West,5.9
19270,2,1000,Santacruz East,2.4
19271,2,998,Santacruz East,3.4
19272,2,1000,Santacruz East,2.25
19273,2,1000,Santacruz East,2.25
19274,2,950,Santacruz East,2.3
19275,2,980,Santacruz East,2.0
19276,2,1000,Santacruz East,2.5
19278,2,1000,Ville Parle East,2.5
19279,2,1000,Santacruz East,2.0
19281,2,1450,Ville Parle East,3.7
19282,2,1000,Bandra East,4.0
19283,3,1500,Bandra East,6.0
19284,3,1500,Santacruz East,3.7
19289,3,1820,Andheri East,3.8
19291,3,1450,Andheri East,3.0
19297,2,1300,Andheri East,2.65
19303,4,1350,Malad East,3.75
19306,3,950,Andheri East,3.0
19307,3,1200,Andheri West,2.85
19308,2,632,Borivali East,1.92
19309,2,624,Borivali East,1.9
19310,1,435,Borivali East,1.34
19311,1,426,Borivali East,1.32
19312,1,418,Borivali East,1.3
19313,2,650,Borivali East,1.97
19314,2,618,Borivali East,1.88
19316,2,644,Kandivali West,1.61
19317,1,398,Kandivali West,0.995
19322,2,919,Wadala,2.85
19323,3,1443,Wadala,4.47
19324,4,2172,Wadala,6.73
19325,2,638,Wadala,2.7
19326,2,906,Wadala,3.26
19327,3,1321,Wadala,4.0
19328,2,672,Lower Parel,3.2
19329,2,668,Lower Parel,2.78
19330,1,513,Wadala,1.64
19340,3,1590,Sion,6.75
19341,2,930,Sion,3.95
19343,1,410,Borivali East,1.1
19443,2,1650,Agripada,3.4
19460,4,1862,Khar,5.79
19461,3,1378,Khar,4.29
19462,2,919,Khar,2.99
19538,2,977,Chembur,2.5
19539,2,1000,Andheri East,2.15
19540,4,2400,Parel,12.0
19541,4,2400,Parel,12.5
19542,4,2600,Parel,10.85
19543,2,854,Parel,3.9
19544,2,864,Parel,3.75
19545,2,865,Parel,4.0
19546,4,2400,Parel,12.0
19551,3,1145,Bandra Kurla Complex,4.23
19553,2,705,Thane West,1.5
19554,4,3011,Vikhroli,8.5
19555,2,887,Chembur,1.78
19558,1,550,Malad West,1.2
19624,3,1088,Borivali West,3.25
19630,2,784,Dahisar,1.62
19633,1,474,Ghatkopar East,1.4
19634,1,369,Ghatkopar East,1.1
19635,3,1021,Ghatkopar East,3.06
19636,2,779,Ghatkopar East,2.33
19661,1,384,Mira Road East,1.08
19719,2,950,Sanpada,1.95
19726,2,620,Vashi,1.6
19727,3,937,Vashi,4.5
19728,1,316,Vashi,0.9
19729,1,476,Vashi,1.0
19731,2,726,Vashi,3.0
19738,2,900,Goregaon West,1.8
19739,3,1120,Goregaon West,2.5
19757,2,800,Jogeshwari West,1.75
19758,3,1650,Chembur,6.4
19762,2,1050,Kanjurmarg,2.15
19763,1,695,Kanjurmarg,1.95
19765,2,1050,Kanjurmarg,2.1
19776,2,744,Ghatkopar East,1.85
19777,1,393,Vikhroli,0.8311
19778,1,399,Vikhroli,0.8438
19795,2,675,Taloja,1.4
19822,3,1800,Seawoods,3.8
19824,2,1300,Seawoods,3.0
19828,2,732,Mulund West,2.55
19838,4,1800,Andheri West,4.25
19840,4,1900,Andheri West,4.0
19843,3,1441,Powai,3.3
19849,2,817,Powai,1.89
19850,3,1515,Powai,3.5
19893,4,1550,Deonar,5.4
19895,3,1350,Chembur,3.85
19896,1,700,Wadala,1.75
19903,2,710,Vikhroli,1.8
19904,2,650,Vikhroli,1.6
19913,1,393,Vikhroli,0.81
19915,1,390,Vikhroli,0.8038
19916,2,632,Vikhroli,1.3
19919,4,3454,Agripada,12.5
19920,3,2416,Agripada,8.0
19924,3,1435,Powai,3.15
19926,3,1750,Powai,3.55
19929,2,885,Powai,1.85
19930,1,565,Powai,1.37
19932,1,580,Powai,1.47
19935,1,650,Powai,1.31
19936,1,550,Powai,1.17
19938,3,1800,Powai,3.95
19944,2,1250,Powai,3.19
19955,3,1800,Powai,3.95
19961,2,1250,Powai,3.19
19962,3,1671,Powai,3.69
19964,1,625,Powai,1.34
19970,3,1480,Sanpada,3.1
19971,3,1480,Sanpada,3.1
19976,2,1200,Seawoods,2.7
19977,2,900,Wadala,3.13
19978,2,930,Wadala,3.16
19979,2,920,Wadala,3.15
19980,2,905,Wadala,3.14
19981,2,850,Chembur,2.0
19982,2,1103,Mulund West,2.22
19983,2,1103,Mulund West,2.21
19986,2,1103,Mulund West,2.25
19987,2,1103,Mulund West,2.23
19990,2,1103,Mulund West,2.24
19997,2,1000,Santacruz East,2.35
19998,2,1000,Santacruz East,2.4
19999,2,1000,Santacruz East,2.4
20000,3,1500,Santacruz East,3.7
20001,2,1000,Santacruz East,2.35
20005,3,1086,Powai,2.93
20008,2,610,Borivali East,1.63
20009,1,410,Borivali East,1.0
20010,2,650,Borivali East,1.73
20013,4,1958,Vikhroli,9.5
20014,2,956,Vikhroli,3.08
20015,1,598,Vikhroli,1.68
20017,3,1098,Kanjurmarg,2.35
20018,2,895,Kanjurmarg,2.0
20019,2,985,Kanjurmarg,2.0
20020,2,895,Kanjurmarg,1.98
20021,3,1502,Powai,3.18
20022,3,1400,Powai,4.45
20023,2,975,Powai,2.3
20027,2,970,Powai,1.95
20028,4,3700,Powai,14.5
20029,1,685,Powai,1.52
20030,3,1310,Powai,2.65
20031,1,650,Powai,1.45
20033,1,550,Powai,1.23
20035,1,550,Powai,1.25
20036,3,1500,Powai,3.09
20037,3,1500,Powai,3.5
20038,2,1050,Powai,2.39
20041,2,1050,Powai,2.35
20042,1,550,Powai,1.11
20043,3,1150,Powai,2.75
20045,4,1950,Powai,4.3
20047,4,1950,Powai,4.3
20048,3,2100,Powai,8.0
20056,4,1860,Goregaon West,6.5
20058,2,658,Ghatkopar East,1.48
20059,2,719,Ghatkopar East,1.61
20061,1,396,Ghatkopar East,0.8919
20062,1,541,Ghatkopar East,1.21
20063,1,355,Ghatkopar East,0.7996
20067,3,1450,Seawoods,3.2
20069,2,704,Chembur,1.45
20070,2,1150,Deonar,2.3
20071,3,1450,Deonar,3.43
20072,3,1000,Deonar,3.1
20073,4,2112,Chembur,7.5
20074,3,1700,Chembur,3.85
20089,1,700,Powai,1.45
20091,4,2050,Powai,6.0
20092,3,1716,Agripada,4.5
20093,1,330,Wadala,1.01
20095,1,358,Wadala,1.1
20098,2,715,Wadala,2.2
20100,3,1502,Powai,3.15
20101,3,1550,Powai,3.25
20102,1,550,Powai,1.42
20121,2,1250,Powai,3.13
20122,2,960,Powai,2.64
20127,3,1000,Powai,2.79
20128,3,1335,Powai,4.45
20130,2,1150,Powai,2.35
20134,2,1050,Malad West,2.5
20135,1,590,Goregaon West,1.4
20150,3,1250,Ville Parle West,7.0
20157,1,550,Powai,1.42
20165,2,1150,Andheri East,2.3
20166,3,1400,Powai,3.78
20167,3,1197,Worli,5.8
20169,3,1675,Seawoods,3.75
20172,2,1280,Seawoods,2.75
20173,3,1050,Deonar,2.85
20174,2,950,Goregaon West,2.1
20175,3,1200,Deonar,3.2
20178,1,700,Powai,1.75
20183,2,673,Wadala,1.81
20184,3,965,Wadala,2.62
20188,1,470,Andheri East,1.1
20190,2,1100,Goregaon West,2.35
20191,2,1000,Goregaon West,2.35
20195,2,950,Deonar,3.2
20196,4,3450,Powai,9.75
20197,3,1550,Powai,3.6
20198,3,1350,Powai,3.0
20199,3,1950,Powai,5.1
20200,3,1650,Powai,4.7
20201,2,1350,Powai,3.0
20202,2,1050,Powai,2.5
20203,3,1650,Powai,5.0
20204,4,2250,Powai,8.0
20205,2,1050,Powai,4.0
20206,1,362,Powai,1.25
20207,3,950,Powai,3.3
20208,1,360,Powai,1.2
20209,2,812,Powai,2.25
20214,2,885,Powai,1.95
20258,3,1300,Goregaon West,2.85
20266,2,1050,Goregaon West,2.2
20269,3,1500,Goregaon West,3.6
20270,1,540,Goregaon West,1.4
20273,3,1750,Goregaon West,4.7
20274,3,1350,Goregaon West,3.1
20275,4,1850,Goregaon West,5.1
20276,2,1020,Goregaon West,2.3
20277,2,1300,Goregaon West,2.6
20278,3,1500,Goregaon West,3.2
20279,3,1500,Goregaon West,3.1
20281,2,675,Malad West,1.5
20283,2,750,Goregaon West,1.65
20284,2,1040,Andheri West,2.49
20285,2,1250,Andheri West,2.8
20286,2,1110,Andheri West,2.7
20289,3,1500,Goregaon East,3.5
20290,2,1180,Andheri West,2.48
20298,3,1240,Seawoods,3.7
20299,2,820,Seawoods,2.25
20300,2,770,Seawoods,2.0
20301,3,1080,Seawoods,2.8
20302,3,1165,Seawoods,3.45
20303,3,1105,Seawoods,3.15
20310,2,942,Powai,2.46
20311,3,1250,Malad West,3.1
20312,2,1250,Seawoods,2.9
20313,3,1250,Chembur,3.75
20319,3,1100,Powai,3.8
20324,3,1150,Parel,5.4
20325,2,840,Parel,4.25
20326,2,690,Kanjurmarg,1.65
20327,2,690,Kanjurmarg,1.6
20328,2,631,Kanjurmarg,1.55
20329,2,631,Kanjurmarg,1.56
20330,2,631,Kanjurmarg,1.57
20339,3,1295,Andheri West,4.6
20340,4,4000,Agripada,25.0
20341,3,1370,Worli,6.25
20342,3,1150,Parel,5.4
20343,3,2000,Lower Parel,10.0
20344,3,1200,Parel,6.0
20346,2,607,Goregaon East,1.37
20353,3,1792,Chembur,4.31
20354,3,1294,Chembur,3.45
20355,3,1400,Chembur,4.25
20357,2,896,Chembur,1.9
20358,2,956,Chembur,2.05
20359,3,1536,Chembur,3.5
20360,3,1152,Deonar,3.4
20361,4,1920,Chembur,4.75
20362,3,1811,Wadala,3.8
20363,2,1155,Byculla,3.25
20367,2,771,Malad West,1.74
20368,2,770,Malad West,1.73
20369,3,980,Malad West,2.2
20370,2,734,Malad West,1.65
20372,1,550,Powai,1.15
20373,2,750,Powai,1.65
20374,2,710,Jogeshwari West,1.55
20377,2,890,Goregaon West,1.85
20379,2,950,Powai,2.1
20380,1,700,Powai,1.6
20387,2,750,Goregaon East,1.6
20388,4,1800,Goregaon West,5.25
20389,2,1020,Andheri West,2.5
20394,2,1050,Andheri West,2.55
20395,3,2120,Worli,7.74
20396,2,1115,Seawoods,2.49
20397,2,1115,Seawoods,2.49
20401,2,837,Jogeshwari West,2.2
20409,3,1450,Bandra East,6.88
20411,3,1250,Chembur,3.5
20412,3,1340,Matunga,4.55
20415,3,1400,Goregaon West,3.55
20420,3,1950,Agripada,4.25
20421,3,2364,Mahalaxmi,6.5
20430,3,1300,Jogeshwari West,3.5
20436,1,330,Wadala,1.01
20438,1,358,Wadala,1.1
20441,2,715,Wadala,2.2
20447,2,681,Borivali East,1.56
20448,1,375,Borivali West,0.9375
20449,2,780,Borivali West,1.95
20459,2,900,Jogeshwari West,1.85
20462,2,1100,Jogeshwari West,2.6
20463,2,1100,Jogeshwari West,2.65
20466,2,1050,Goregaon East,2.1
20473,3,1550,Powai,3.6
20483,3,1600,Andheri West,3.9
20484,2,656,Dahisar,1.58
20485,3,1106,Dahisar,2.6
20486,2,704,Dahisar,1.99
20488,3,1177,Dahisar,3.28
20489,3,905,Dahisar,2.8
20491,3,1218,Dahisar,3.74
20492,2,706,Dahisar,1.69
20495,2,798,Dahisar,1.9
20504,3,1502,Kanjurmarg,3.25
20505,1,358,Jogeshwari West,0.76
20506,1,358,Jogeshwari West,0.76
20509,1,380,Jogeshwari West,0.86
20510,1,380,Jogeshwari West,0.86
20511,3,1600,Chembur,4.5
20522,4,3800,Nerul,8.75
20527,4,3800,Nerul,12.0
20528,4,2705,Nerul,6.5
20530,2,700,Goregaon West,1.55
20531,3,1450,Bandra East,6.06
20536,3,951,Ghatkopar East,2.52
20537,3,1040,Ghatkopar East,2.75
20538,2,660,Ghatkopar East,1.74
20539,3,976,Ghatkopar East,2.58
20540,2,743,Ghatkopar East,1.96
20541,3,1012,Ghatkopar East,2.68
20542,2,780,Ghatkopar East,2.06
20543,2,615,Ghatkopar East,1.29
20544,2,637,Ghatkopar East,1.33
20545,1,446,Ghatkopar East,0.9361
20546,2,636,Ghatkopar East,1.33
20557,1,646,Vikhroli,1.75
20558,3,1690,Vikhroli,4.5
20560,2,976,Vikhroli,3.5
20571,4,2985,Seawoods,6.0
20650,2,850,Andheri East,2.5
20651,2,650,Jogeshwari West,1.37
20653,1,700,Wadala,1.65
20654,2,811,Sion,1.75
20659,2,1115,Seawoods,2.49
20661,2,1260,Seawoods,2.59
20687,3,1500,Mazagaon,5.25
20688,2,1100,Powai,3.8
20695,1,389,Ghatkopar East,0.7979
20696,2,612,Ghatkopar East,1.25
20697,1,435,Ghatkopar East,0.8912
20699,2,658,Ghatkopar East,1.48
20700,2,719,Ghatkopar East,1.61
20702,1,396,Ghatkopar East,0.8919
20703,1,541,Ghatkopar East,1.21
20704,1,355,Ghatkopar East,0.7996
20711,3,1716,Agripada,5.0
20713,3,1046,Borivali West,2.6
20715,4,3894,Agripada,10.0
20716,3,1617,Mazagaon,5.1
20719,3,2730,Wadala,5.8
20720,1,500,other,1.6
20732,3,1300,Jogeshwari West,2.97
20763,3,1350,Santacruz West,10.0
20764,3,1450,Lower Parel,9.5
20765,2,620,Chembur,1.95
20766,4,1340,Chembur,4.25
20767,4,1250,Chembur,3.8
20768,2,761,Matunga,3.95
20769,4,3075,Lower Parel,10.75
20770,3,2164,Lower Parel,6.75
20771,4,3162,Lower Parel,12.5
